City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
132,bonthe,7.5264,-12.505,87.19,60,46,14.54,SL,1738340822
133,guanare,9.0418,-69.7421,89.62,42,40,5.21,VE,1738340565
134,port elizabeth,-33.918,25.5701,72.32,80,35,8.01,ZA,1738340625
135,cloverdale,38.8055,-123.0172,44.46,95,100,5.93,US,1738340827
136,mkushi,-13.6202,29.3939,69.89,90,84,3.44,ZM,1738340828
137,villazon,-22.0866,-65.5942,64.27,26,0,2.57,BO,1738340829
138,chirilagua,13.2203,-88.1386,91.04,34,0,2.68,SV,1738340831
139,bardai,11.65,7.2333,86.67,13,32,9.24,NG,1738340832
140,san patricio,28.017,-97.5169,64.35,36,100,12.37,US,1738340833
141,topeka,39.0483,-95.678,40.42,83,100,19.57,US,1738340702
142,hirara,24.8,125.2833,68.27,83,100,14.97,JP,1738340836
143,macau,22.2006,113.5461,62.33,94,40,4.61,MO,1738340818
144,bafq,31.6128,55.4107,46.18,31,0,8.59,IR,1738340838
145,jamestown,42.097,-79.2353,40.01,97,100,3.44,US,1738340839
146,kourou,5.1552,-52.6478,83.73,64,94,10.49,GF,1738340840
147,belokurikha,51.9959,84.9896,10.53,97,100,1.25,RU,1738340842
148,hobyo,5.3505,48.5268,75.34,79,8,19.46,SO,1738340843
149,gadzhiyevo,69.2551,33.3362,28.54,97,100,1.92,RU,1738340844
150,soufriere,13.8562,-61.0566,85.6,32,20,24.16,LC,1738340845
151,alice springs,-23.7,133.8833,71.15,23,0,1.14,AU,1738340847
152,kingston,17.997,-76.7936,81.55,69,75,12.66,JM,1738340780
153,port alfred,-33.5906,26.891,71.19,84,28,5.01,ZA,1738340849
154,beau vallon,-20.4189,57.6953,82.63,74,20,6.91,MU,1738340850
155,mata-utu,-13.2816,-176.1745,83.19,76,100,16.4,WF,1738340851
156,puerto aysen,-45.4,-72.7,62.55,45,44,5.06,CL,1738340853
157,yashkul',46.1711,45.3435,40.55,80,90,9.4,RU,1738340854
158,hamilton,39.1834,-84.5333,54.99,96,100,16.11,US,1738340811
159,angel r. cabada,18.5833,-95.4333,75.0,95,43,13.76,MX,1738340856
160,constantia,44.1833,28.65,45.28,78,98,7.54,RO,1738340858
161,conception bay south,47.4999,-52.9981,23.45,69,93,30.09,CA,1738340700
162,hithadhoo,-0.6,73.0833,82.09,73,100,9.82,MV,1738340860
163,kavaratti,10.5669,72.642,81.61,74,97,5.64,IN,1738340861
164,remire-montjoly,4.9167,-52.2667,84.24,74,75,16.11,GF,1738340862
165,port mathurin,-19.6833,63.4167,81.03,86,100,22.86,MU,1738340864
166,mayenne,48.3333,-0.6667,41.27,99,100,2.44,FR,1738340865
167,roma,43.2128,-75.4557,34.68,84,100,1.01,US,1738340866
168,saint-joseph,-21.3667,55.6167,82.78,80,85,6.76,RE,1738340867
169,poshekhon'ye,58.4993,39.1353,34.32,93,100,5.77,RU,1738340868
170,aasiaat,68.7098,-52.8699,19.31,60,59,26.82,GL,1738340870
171,boulsa,12.6675,-0.5758,92.12,7,40,9.1,BF,1738340871
172,lethem,3.3803,-59.7968,93.02,38,98,13.76,GY,1738340872
173,kayangel,8.0823,134.7173,83.12,75,58,24.0,PW,1738340873
174,anadyr,64.75,177.4833,-1.7,71,40,11.18,RU,1738340875
175,kyren,51.6828,102.1408,-3.48,94,99,1.81,RU,1738340876
176,avarua,-21.2078,-159.775,80.65,83,98,8.05,CK,1738340877
177,trairi,-3.2778,-39.2689,87.49,58,97,12.44,BR,1738340726
178,margaret river,-33.95,115.0667,63.3,80,71,12.37,AU,1738340809
179,selfoss,63.9331,-20.9971,39.04,92,100,31.61,IS,1738340881
180,bengkulu,-3.8004,102.2655,77.36,88,97,6.26,ID,1738340882
181,chonchi,-42.6128,-73.8092,65.01,40,1,2.8,CL,1738340883
182,lind,56.1,8.9833,40.82,89,6,11.79,DK,1738340885
183,polyarnyy,69.1989,33.4478,28.72,97,100,1.79,RU,1738340887
184,toma,12.7667,-2.8833,94.08,7,26,8.55,BF,1738340888
185,valparaiso,-33.0393,-71.6273,73.47,55,0,13.8,CL,1738340668
186,hammerfest,70.6634,23.6821,28.85,100,75,4.61,NO,1738340891
187,lompoc,34.6391,-120.4579,47.14,81,40,3.44,US,1738340757
188,mana,5.6592,-53.7767,81.82,71,82,13.11,GF,1738340893
189,dudinka,69.4058,86.1778,-8.82,94,100,12.5,RU,1738340894
190,toliara,-23.35,43.6667,81.01,84,89,3.44,MG,1738340896
191,vorgashor,67.5833,63.95,-13.83,99,38,3.27,RU,1738340897
192,nouadhibou,20.931,-17.0347,75.18,29,0,20.71,MR,1738340898
193,princeville,45.7668,-61.2985,18.52,82,100,8.05,CA,1738340899
194,shingu,33.7333,135.9833,36.75,82,54,6.93,JP,1738340900
195,sao felix do xingu,-6.6447,-51.995,73.65,99,100,1.23,BR,1738340903
196,callao,-12.0667,-77.15,71.89,83,40,5.75,PE,1738340668
197,olonkinbyen,70.9221,-8.7187,28.81,86,100,18.1,SJ,1738340907
198,codajas,-3.8367,-62.0569,84.47,80,99,4.43,BR,1738340908
199,bennington,42.8781,-73.1968,40.48,74,100,0.0,US,1738340793
200,kalmunai,7.4167,81.8167,77.81,88,54,6.51,LK,1738340910
201,la passe,45.5549,-0.8967,49.24,72,13,7.9,FR,1738340911
202,penzance,50.1186,-5.5371,49.32,76,20,10.36,GB,1738340913
203,jiangyou,31.7667,104.7167,44.17,89,100,1.48,CN,1738340696
204,mejit,10.2753,170.8646,79.05,73,94,13.02,MH,1738340915
205,adelaide,-34.9333,138.6,69.17,61,0,13.8,AU,1738340916
206,novyy urengoy,66.0833,76.6333,-18.18,98,100,8.7,RU,1738340918
207,kittila,67.6647,24.8936,21.34,93,100,3.44,FI,1738340919
208,segou,13.4317,-6.2157,91.26,8,36,10.85,ML,1738340920
209,watampone,-4.5386,120.3279,75.4,92,100,4.23,ID,1738340921
210,uturoa,-16.7333,-151.4333,81.72,79,11,14.92,PF,1738340924
211,mount gambier,-37.8333,140.7667,53.01,92,19,6.04,AU,1738340926
212,balqash,46.8481,74.995,0.81,89,8,6.73,KZ,1738340927
213,tripoli,32.8752,13.1875,67.93,34,4,14.74,LY,1738340928
214,sampit,-2.5333,112.95,76.39,86,100,2.59,ID,1738340930
215,nar'yan-mar,67.6713,53.087,4.1,97,53,7.52,RU,1738340931
216,broken hill,-31.95,141.4333,71.85,24,0,11.9,AU,1738340932
217,ciudad lazaro cardenas,17.9583,-102.2,81.21,39,0,0.4,MX,1738340933
218,qaqortoq,60.7167,-46.0333,24.28,83,100,2.33,GL,1738340934
219,mossel bay,-34.1831,22.146,70.9,63,30,14.09,ZA,1738340936
220,dolyns'ka,48.1104,32.7645,46.47,81,100,5.82,UA,1738340937
221,yefremov,53.1481,38.0992,38.25,83,74,6.8,RU,1738340938
222,punta arenas,-53.15,-70.9167,57.31,51,75,19.57,CL,1738340831
223,hadibu,12.65,54.0333,73.81,71,76,14.94,YE,1738340941
224,dryden,49.7833,-92.7503,-5.51,77,0,8.05,CA,1738340879
225,pontes e lacerda,-15.2261,-59.3353,88.11,57,99,6.2,BR,1738340944
226,becerril,9.7041,-73.2793,100.11,32,33,3.94,CO,1738340945
227,usinsk,65.9939,57.5281,11.75,88,76,9.35,RU,1738340947
228,woolgoolga,-30.1106,153.2007,71.94,88,27,10.33,AU,1738340948
229,puerto deseado,-47.7503,-65.8938,58.69,49,28,24.85,AR,1738340949
230,wellston,39.1234,-82.5329,49.89,96,100,12.21,US,1738340950
231,pyapon,16.2833,95.6833,69.13,63,45,7.25,MM,1738340952
232,midvagur,62.0511,-7.1939,43.63,81,100,13.8,FO,1738340953
233,cheremukhovo,60.3484,59.9851,21.13,99,100,0.87,RU,1738340954
234,awjilah,29.1081,21.2869,64.26,34,51,9.33,LY,1738340956
235,harper,4.375,-7.7169,84.7,66,93,5.97,LR,1738340957
236,bamboo flat,11.7,92.7167,77.2,74,9,9.15,IN,1738340958
237,perth,-31.9333,115.8333,72.03,88,0,5.75,AU,1738340959
238,susuman,62.7833,148.1667,-44.43,99,82,0.67,RU,1738340960
239,fada,7.25,4.0667,98.83,24,48,2.77,NG,1738340962
240,freetown,8.484,-13.2299,85.71,66,40,11.5,SL,1738340963
241,glace bay,46.1969,-59.957,20.86,73,75,12.66,CA,1738340964
242,metropolis,37.1512,-88.732,53.78,91,100,8.05,US,1738340965
243,montepuez,-13.1256,38.9997,73.89,93,100,2.64,MZ,1738340966
244,sisimiut,66.9395,-53.6735,14.36,67,96,8.28,GL,1738340968
245,juan griego,11.0817,-63.9655,83.5,63,18,14.18,VE,1738340969
246,st. john's,47.5649,-52.7093,23.56,66,75,36.82,CA,1738340970
247,petropavlovsk-kamchatsky,53.0452,158.6483,25.39,39,0,29.08,RU,1738340971
248,llanera,43.4619,-5.9311,55.08,44,0,4.61,ES,1738340974
249,saint-philippe,-21.3585,55.7679,81.18,79,87,6.58,RE,1738340975
250,alofi,-19.0595,-169.9187,78.69,89,75,4.61,NU,1738340976
251,wuchang,44.9143,127.15,-13.09,100,32,2.95,CN,1738340977
252,egilsstadir,65.2653,-14.3948,37.31,52,20,4.61,IS,1738340980
253,whitehorse,60.7161,-135.0538,-10.43,69,100,9.22,CA,1738340981
254,veinticinco de mayo,-35.4323,-60.1727,90.99,40,0,3.0,AR,1738340982
255,taoudenni,22.6783,-3.9836,75.2,12,0,15.61,ML,1738340983
256,trail,49.0998,-117.7022,28.69,98,100,2.51,CA,1738340985
257,bayan,46.0833,127.4,-15.48,100,23,1.61,CN,1738340986
258,qamdo,31.1667,97.2333,26.67,51,0,8.79,CN,1738340987
259,afaahiti,-17.75,-149.2833,78.69,82,69,15.5,PF,1738340988
260,arish,31.1316,33.7984,62.78,67,40,8.05,EG,1738340989
261,ancud,-41.8697,-73.8203,59.86,59,23,6.04,CL,1738340804
262,talcahuano,-36.7167,-73.1167,73.08,64,20,14.97,CL,1738340716
263,salinas,36.6777,-121.6555,48.51,89,0,4.61,US,1738340993
264,berdigestyakh,62.0989,126.6992,-39.01,100,92,0.34,RU,1738340994
265,levuka,50.1834,-105.4011,10.13,85,100,19.57,CA,1738340997
266,smithers,54.7804,-127.1743,16.12,92,100,2.3,CA,1738340999
267,haiku-pauwela,20.9219,-156.3051,72.18,86,100,11.01,US,1738341000
268,hailar,49.2,119.7,-26.72,100,95,3.74,CN,1738341001
269,ed damer,17.5928,33.9592,77.58,20,71,11.03,SD,1738341002
270,christchurch,-43.5333,172.6333,57.33,90,20,4.61,NZ,1738340959
271,nueil-les-aubiers,46.9377,-0.5887,43.74,94,100,14.32,FR,1738341005
272,ingersoll,43.0334,-80.883,36.57,98,100,6.22,CA,1738341006
273,murghob,38.1702,73.9667,-20.24,94,35,3.96,TJ,1738341007
274,ofunato,39.0717,141.7167,31.37,70,71,13.91,JP,1738341008
275,cannonvale,-20.2833,148.7,81.79,90,100,26.66,AU,1738341010
276,fale old settlement,-9.3852,-171.2468,83.7,73,65,19.24,TK,1738341011
277,morrinhos,-17.7311,-49.0994,74.16,83,100,8.57,BR,1738341013
278,bayanhongor,46.7167,100.1167,-17.63,92,26,3.22,MN,1738341015
279,rengasdengklok,-6.1592,107.2981,77.45,85,99,4.9,ID,1738341016
280,thinadhoo,0.5333,72.9333,82.13,74,83,9.33,MV,1738341017
281,lihue,21.9789,-159.3672,71.19,83,75,4.61,US,1738341018
282,rong kwang,18.339,100.3174,75.43,56,76,1.92,TH,1738341020
283,fortuna,40.5982,-124.1573,52.36,94,100,21.85,US,1738341021
284,corner brook,48.9667,-57.9484,17.4,80,100,18.77,CA,1738340910
285,kidal,18.4411,1.4078,82.24,10,41,3.4,ML,1738341023
286,sao paulo de olivenca,-3.3783,-68.8725,85.23,67,100,1.9,BR,1738341024
287,kaliyaganj,25.6333,88.3167,64.36,42,0,4.34,IN,1738341026
288,weno,7.4515,151.8468,82.56,78,21,23.13,FM,1738341027
289,pottenstein,49.7722,11.4092,38.82,87,100,1.59,DE,1738341028
290,brookings,44.3114,-96.7984,30.45,79,0,9.22,US,1738340804
291,turkestan,43.3333,68.25,30.09,72,95,4.36,KZ,1738341031
292,baardheere,2.3446,42.2764,92.43,20,79,9.71,SO,1738341032
293,sinan,34.8262,126.1086,40.1,95,100,15.05,KR,1738341033
294,zwedru,6.0667,-8.1281,93.76,34,90,1.25,LR,1738341034
295,sao joao da barra,-21.6403,-41.0511,89.69,85,56,18.5,BR,1738341035
296,makueni boma,-1.8041,37.6203,71.31,60,84,4.45,KE,1738341038
297,zastron,-30.3023,27.084,81.95,19,64,18.86,ZA,1738341039
298,wynyard,-41.0,145.7167,57.07,78,11,10.2,AU,1738341040
299,susanville,40.4163,-120.653,42.64,52,75,3.44,US,1738340857
300,tura,25.5198,90.2201,60.4,40,1,4.59,IN,1738341043
301,nelson bay,-32.7167,152.15,72.09,89,30,8.01,AU,1738341044
302,sabang,5.8933,95.3214,81.23,75,14,15.03,ID,1738341045
303,gizo,-8.103,156.8419,82.67,79,100,14.72,SB,1738341046
304,edson,53.5835,-116.4356,6.94,85,100,9.22,CA,1738341048
305,lashio,22.9333,97.75,51.55,60,10,1.68,MM,1738341049
306,bejaia,36.7559,5.0843,53.65,78,98,4.5,DZ,1738341050
307,monrovia,6.3005,-10.7969,83.88,70,79,10.8,LR,1738341053
308,neryungri,56.6709,124.6491,-12.82,94,100,2.13,RU,1738341054
309,saint-francois,46.4154,3.9054,42.24,73,100,6.91,FR,1738341055
310,rovnoye,50.7765,46.0509,33.8,84,71,1.7,RU,1738341056
311,hermanus,-34.4187,19.2345,70.81,68,0,11.72,ZA,1738341057
312,takab,36.4009,47.1133,24.96,57,58,5.93,IR,1738341058
313,keflavik,64.0049,-22.5624,39.63,100,100,51.79,IS,1738341059
314,kunyang,27.6658,120.5658,54.5,90,71,3.76,CN,1738341061
315,kuta,-8.7233,115.1723,80.55,94,40,5.75,ID,1738341062
316,dunedin,-45.8742,170.5036,55.8,95,29,1.99,NZ,1738341063
317,vilyuchinsk,52.9306,158.4028,26.87,75,94,11.23,RU,1738341064
318,belyy yar,53.6039,91.3903,-0.51,92,100,2.24,RU,1738341065
319,naze,28.3667,129.4833,61.72,71,86,14.27,JP,1738341066
320,mumbwa,-14.9783,27.0619,66.88,94,100,3.38,ZM,1738341067
321,motygino,58.1831,94.7592,-29.87,100,16,3.6,RU,1738341068
322,waingapu,-9.6567,120.2641,78.69,83,96,8.16,ID,1738341070
323,alvaraes,-3.2208,-64.8042,82.27,86,73,2.71,BR,1738341071
324,san luis de la loma,17.2706,-100.8939,85.1,37,4,4.88,MX,1738341072
325,nuku'alofa,-21.1333,-175.2,73.74,100,100,9.22,TO,1738341073
326,songling,31.1933,120.7176,45.52,93,100,7.38,CN,1738341075
327,sokcho,38.2083,128.5911,38.01,60,100,6.91,KR,1738341076
328,kachug,53.9606,105.8817,-29.56,100,58,1.07,RU,1738341077
329,tazovsky,67.4667,78.7,-16.2,96,100,8.37,RU,1738340915
330,moranbah,-22.0016,148.0466,74.44,84,100,20.67,AU,1738341080
331,yarmouth,41.7057,-70.2286,41.34,91,100,10.36,US,1738341081
332,revda,56.801,59.9303,28.92,94,100,9.53,RU,1738341083
333,amga,60.8953,131.9608,-44.91,100,75,0.45,RU,1738341084
334,qui nhon,13.7667,109.2333,67.24,87,69,3.56,VN,1738341085
335,yeppoon,-23.1333,150.7333,78.58,74,100,18.77,AU,1738340980
336,yerofey pavlovich,53.9667,121.9667,-6.56,94,100,2.35,RU,1738341088
337,tulun,54.5611,100.5792,-23.98,100,68,0.69,RU,1738341089
338,cockburn town,21.4612,-71.1419,80.56,83,40,17.27,TC,1738341090
339,mundri,-6.9558,111.71,74.57,93,96,1.97,ID,1738341092
340,pacific grove,36.6177,-121.9166,49.08,89,0,5.01,US,1738341093
341,bloomfield,40.8068,-74.1854,41.68,92,100,3.44,US,1738341094
342,sambava,-14.2667,50.1667,80.71,84,98,1.77,MG,1738341096
343,la'ie,21.6477,-157.9253,73.11,80,69,5.01,US,1738341097
344,steinkjer,64.193,11.3851,24.73,92,29,2.84,NO,1738341098
345,macapa,0.0389,-51.0664,89.58,62,75,11.5,BR,1738341099
346,cidade velha,14.9167,-23.6167,79.27,53,0,21.85,CV,1738341101
347,bhimunipatnam,17.8833,83.4333,74.71,76,36,6.4,IN,1738341103
348,zhangjiakou,40.81,114.8794,18.18,73,3,2.13,CN,1738341105
349,nong wua so,17.1626,102.5727,73.78,42,83,6.53,TH,1738341107
350,galesong,-5.3166,119.3661,77.79,85,98,4.41,ID,1738341108
351,reggane,26.7158,0.1714,66.6,25,0,16.71,DZ,1738341109
352,howrah,22.5892,88.3103,75.2,88,20,5.75,IN,1738341110
353,mongo,12.1844,18.693,80.78,13,21,6.53,TD,1738341111
354,mil'kovo,55.6078,37.7956,37.63,65,93,8.48,RU,1738341113
355,port douglas,-16.4833,145.4667,77.81,94,100,5.35,AU,1738341114
356,alo,6.5486,4.2686,84.92,70,65,10.18,NG,1738341115
357,la jolla,32.8473,-117.2742,53.94,79,0,4.0,US,1738341060
358,shalkar,47.8288,59.6258,24.12,96,100,6.71,KZ,1738341117
359,abepura,-2.6333,140.5833,76.01,100,20,1.14,ID,1738341119
